Data Number,Motor 1 Position,Motor 2 Position,Motor 3 Position,Motor 4 Position,Frequency (MHz),Real Impedance (Ohms),Imaginary Impedance (Ohms),Color
,96,24,0,0,18.5,36.210562994556305,43.81797785576085,#1abc9c
,102,24,0,0,18.5,36.5132252423669,46.47767374261592,#1abc9c
,109,24,0,0,18.5,36.88944878591368,49.61885412813519,#1abc9c
,116,24,0,0,18.5,37.42191173212308,52.30936297770038,#1abc9c
,123,24,0,0,18.5,37.8475506422504,55.16068339405819,#1abc9c
,130,24,0,0,18.5,38.4926280743247,57.76398564652571,#1abc9c
,138,24,0,0,18.5,39.08139447168982,60.491755385466675,#1abc9c
,144,24,0,0,18.5,39.7534184855239,62.902095588003654,#1abc9c
,151,24,0,0,18.5,40.65645644525767,65.41838675135482,#1abc9c
,158,24,0,0,18.5,41.31878669238917,67.670020659149,#1abc9c
,165,24,0,0,18.5,41.86639699781906,70.21992382723614,#1abc9c
,172,24,0,0,18.5,42.943078483284374,72.23945148064702,#1abc9c
,179,24,0,0,18.5,43.59472309073801,74.07064839814963,#1abc9c
,186,24,0,0,18.5,42.992480436309705,73.41746091497798,#1abc9c
,48,27,0,0,18.5,36.92756590209336,20.41605862649585,#f39c12
,54,27,0,0,18.5,37.037752942455946,23.267547051740408,#f39c12
,61,27,0,0,18.5,37.32615183258296,26.95327011750879,#f39c12
,68,27,0,0,18.5,37.654153367780324,30.39364462094052,#f39c12
,76,27,0,0,18.5,38.162210436113575,34.08981662760914,#f39c12
,82,27,0,0,18.5,38.554396871422774,37.39419689670322,#f39c12
,90,27,0,0,18.5,39.24424393197209,41.0793570760668,#f39c12
,96,27,0,0,18.5,39.91575298772575,44.2112341285267,#f39c12
,103,27,0,0,18.5,40.76482256073707,47.888650184967275,#f39c12
,110,27,0,0,18.5,41.373422079550146,50.74577689150632,#f39c12
,117,27,0,0,18.5,42.2967743665666,53.90853860015095,#f39c12
,124,27,0,0,18.5,43.32023314908497,56.878036799881066,#f39c12
,131,27,0,0,18.5,44.46114988999337,60.07882296006433,#f39c12
,138,27,0,0,18.5,45.3921946403646,62.81742081717496,#f39c12
,145,27,0,0,18.5,46.59021147534527,65.9742356776442,#f39c12
,152,27,0,0,18.5,47.91102871639024,68.661722604159,#f39c12
,159,27,0,0,18.5,48.7341739256513,71.47827603149781,#f39c12
,166,27,0,0,18.5,50.25607558068752,73.92098308585285,#f39c12
,173,27,0,0,18.5,51.69493040329432,76.34245822230764,#f39c12
,180,27,0,0,18.5,52.58498655791558,78.48473621388482,#f39c12
,187,27,0,0,18.5,51.662380108397855,76.92211619983019,#f39c12
,187,27,0,0,18.5,51.585988999436225,76.94792891794496,#f39c12
,46,30,0,0,18.5,37.80846218553153,18.02819377520278,#2ecc71
,52,30,0,0,18.5,38.15316069063613,20.95150367468414,#2ecc71
,59,30,0,0,18.5,38.71014398503613,24.813431903080154,#2ecc71
,66,30,0,0,18.5,39.2721776583448,28.37376098310501,#2ecc71
,74,30,0,0,18.5,40.121090371363415,32.22967425034758,#2ecc71
,80,30,0,0,18.5,40.857734390855306,35.91727997185405,#2ecc71
,88,30,0,0,18.5,41.941781186838,39.510317191217496,#2ecc71
,94,30,0,0,18.5,43.01048057650968,43.1252943979555,#2ecc71
,101,30,0,0,18.5,44.309960698335246,46.729693716593516,#2ecc71
,108,30,0,0,18.5,45.40969829215492,49.93655646139096,#2ecc71
,115,30,0,0,18.5,46.801666885406114,53.52062418230668,#2ecc71
,122,30,0,0,18.5,48.201414145826824,56.972671082988164,#2ecc71
,130,30,0,0,18.5,49.706202552556114,60.16357508196421,#2ecc71
,136,30,0,0,18.5,51.0144522058539,63.36743491317641,#2ecc71
,143,30,0,0,18.5,52.91478312753271,66.60795071077973,#2ecc71
,150,30,0,0,18.5,54.67888989603182,69.75634905852331,#2ecc71
,157,30,0,0,18.5,56.45861662304215,72.86904934116534,#2ecc71
,164,30,0,0,18.5,58.55790861225665,75.44132729714245,#2ecc71
,171,30,0,0,18.5,60.1072082342572,78.55950265140231,#2ecc71
,178,30,0,0,18.5,61.96930880850164,80.71530623635789,#2ecc71
,185,30,0,0,18.5,61.69327481821506,80.3136722487514,#2ecc71
,45,33,0,0,18.5,38.624452373953105,16.027591321614928,#f1c40f
,52,33,0,0,18.5,39.3745060240767,19.028017183152745,#f1c40f
,59,33,0,0,18.5,40.34040719506118,22.894248482051488,#f1c40f
,66,33,0,0,18.5,41.377568782962705,26.689035952120232,#f1c40f
,73,33,0,0,18.5,42.68814951778081,30.619299626670237,#f1c40f
,80,33,0,0,18.5,44.0513998007652,34.41306874585755,#f1c40f
,87,33,0,0,18.5,45.6566065546042,38.25534467882263,#f1c40f
,94,33,0,0,18.5,47.35554434671486,42.091871438499155,#f1c40f
,101,33,0,0,18.5,49.09090965293703,45.84586830966629,#f1c40f
,108,33,0,0,18.5,51.17522643335146,49.51639047346909,#f1c40f
,115,33,0,0,18.5,53.20835471169517,53.31397452023032,#f1c40f
,122,33,0,0,18.5,55.32844937610036,56.865700918470566,#f1c40f
,129,33,0,0,18.5,57.671988497208105,60.22960880752418,#f1c40f
,136,33,0,0,18.5,60.07833679822513,63.90659708086246,#f1c40f
,143,33,0,0,18.5,62.791099794802655,67.35352760926119,#f1c40f
,150,33,0,0,18.5,65.5881617552277,70.61019091341731,#f1c40f
,156,33,0,0,18.5,68.36950317850861,73.96421210865265,#f1c40f
,164,33,0,0,18.5,71.7751266941252,76.89445062210369,#f1c40f
,170,33,0,0,18.5,74.37019133548847,79.64938050110715,#f1c40f
,178,33,0,0,18.5,77.3966114940921,82.5643228882683,#f1c40f
,185,33,0,0,18.5,77.02304950424403,82.45481234146659,#f1c40f
,47,36,0,0,18.5,39.50077263696095,14.96176296813244,#3498db
,53,36,0,0,18.5,40.83900196645094,18.30088485742559,#3498db
,60,36,0,0,18.5,42.07644298052436,21.96465037430696,#3498db
,67,36,0,0,18.5,43.876844961113115,25.945195318857483,#3498db
,74,36,0,0,18.5,45.547821804287985,29.6472282753232,#3498db
,82,36,0,0,18.5,47.727221239487946,33.791973018359464,#3498db
,88,36,0,0,18.5,49.863202464562384,37.55526231323255,#3498db
,95,36,0,0,18.5,52.3971023138335,41.469338050330784,#3498db
,102,36,0,0,18.5,54.8123745745374,45.24695880087413,#3498db
,109,36,0,0,18.5,57.801321409866915,49.40747785295087,#3498db
,116,36,0,0,18.5,60.550927676967405,52.73250899248862,#3498db
,123,36,0,0,18.5,63.895756254995874,56.52030259909498,#3498db
,130,36,0,0,18.5,67.49079259247976,60.058518878243284,#3498db
,138,36,0,0,18.5,70.97937379261145,63.667486286584484,#3498db
,144,36,0,0,18.5,74.4209376458819,66.91241164082037,#3498db
,151,36,0,0,18.5,78.65123649408021,70.46397902634105,#3498db
,158,36,0,0,18.5,82.735680868963,73.37787048859845,#3498db
,165,36,0,0,18.5,87.57232511248702,76.18563237737493,#3498db
,172,36,0,0,18.5,91.55097435839184,78.19533352534182,#3498db
,179,36,0,0,18.5,95.60022996084975,81.09530908296308,#3498db
,186,36,0,0,18.5,93.76881228726997,79.55763972773602,#3498db
,46,39,0,0,18.5,40.04963324025763,12.744913055745043,#f39c12
,52,39,0,0,18.5,41.34521717768367,15.609882887183314,#f39c12
,59,39,0,0,18.5,43.42110743738302,19.60174842860507,#f39c12
,66,39,0,0,18.5,45.41439108668328,23.18807248016111,#f39c12
,74,39,0,0,18.5,47.95643992037085,27.130529934578853,#f39c12
,80,39,0,0,18.5,50.52740702035568,30.872010166772302,#f39c12
,88,39,0,0,18.5,53.62156746022209,34.79981365816081,#f39c12
,94,39,0,0,18.5,56.761302396609146,38.59805611591573,#f39c12
,101,39,0,0,18.5,60.2594455045794,42.37968943473574,#f39c12
,108,39,0,0,18.5,63.93941228214457,46.00362890832684,#f39c12
,115,39,0,0,18.5,67.98171222034246,49.81504610294517,#f39c12
,122,39,0,0,18.5,72.10491070956547,53.25190003158378,#f39c12
,130,39,0,0,18.5,77.15522986629088,56.313308345548414,#f39c12
,130,39,0,0,18.5,77.14154650011295,56.53251888293699,#f39c12
,136,39,0,0,18.5,82.04734835643941,59.45107999523864,#f39c12
,143,39,0,0,18.5,87.15202882499085,62.269152802052986,#f39c12
,150,39,0,0,18.5,92.61887281364484,64.88642448643124,#f39c12
,157,39,0,0,18.5,98.76807940441539,67.02504024442932,#f39c12
,164,39,0,0,18.5,104.3669103616026,69.0275369456915,#f39c12
,171,39,0,0,18.5,110.3741802038982,70.334192132471,#f39c12
,178,39,0,0,18.5,116.33414213634579,72.09091209217316,#f39c12
,185,39,0,0,18.5,115.27808479680512,71.63161386232206,#f39c12
,47,42,0,0,18.5,40.52247526009561,11.35509887011694,#e74c3c
,53,42,0,0,18.5,42.41395673341115,14.441024092238667,#e74c3c
,60,42,0,0,18.5,44.79359908319081,17.933066549654942,#e74c3c
,67,42,0,0,18.5,47.57067474216974,21.694942845826773,#e74c3c
,74,42,0,0,18.5,50.465321459416344,25.26952778892921,#e74c3c
,82,42,0,0,18.5,53.934669933256394,29.059872191533234,#e74c3c
,88,42,0,0,18.5,57.44056846014554,32.5221351841319,#e74c3c
,95,42,0,0,18.5,61.650912883373344,36.27878060977854,#e74c3c
,102,42,0,0,18.5,65.91470725792539,39.4552704816498,#e74c3c
,109,42,0,0,18.5,71.17324057376103,42.914147685128434,#e74c3c
,116,42,0,0,18.5,75.88179794550115,45.88440724673212,#e74c3c
,123,42,0,0,18.5,81.52921942967454,48.79964863971521,#e74c3c
,130,42,0,0,18.5,87.52960953168753,51.16860875764393,#e74c3c
,138,42,0,0,18.5,93.62385217711076,53.40744668265858,#e74c3c
,144,42,0,0,18.5,100.33338350957476,55.232805511758954,#e74c3c
,151,42,0,0,18.5,107.61126128165527,56.40555381113675,#e74c3c
,158,42,0,0,18.5,114.34200859899667,57.19939034838204,#e74c3c
,165,42,0,0,18.5,121.94927810771323,56.995321397814045,#e74c3c
,172,42,0,0,18.5,128.79742520244818,56.82907042958663,#e74c3c
,179,42,0,0,18.5,135.41571114383618,55.63873071885255,#e74c3c
,186,42,0,0,18.5,132.3009513180585,56.13165246978749,#e74c3c
,193,42,0,0,18.5,124.1096604965121,57.613897780957544,#e74c3c
,45,45,0,0,18.5,40.16584553644309,8.248203467953882,#1abc9c
,51,45,0,0,18.5,42.33638189924701,11.111204048057758,#1abc9c
,58,45,0,0,18.5,45.05141951456366,14.30971127557993,#1abc9c
,65,45,0,0,18.5,48.43493984825419,17.795028874264723,#1abc9c
,72,45,0,0,18.5,51.78628281979279,20.897922572378892,#1abc9c
,80,45,0,0,18.5,55.99455532592495,24.354297364431243,#1abc9c
,86,45,0,0,18.5,60.2637948509032,27.28391648381213,#1abc9c
,94,45,0,0,18.5,65.40012884155972,30.39830859486384,#1abc9c
,100,45,0,0,18.5,70.40034245922863,32.96787289587229,#1abc9c
,107,45,0,0,18.5,76.49923403507157,35.55767889607865,#1abc9c
,114,45,0,0,18.5,82.70252744164303,37.64357213119551,#1abc9c
,122,45,0,0,18.5,89.39737392679105,39.08792868489526,#1abc9c
,128,45,0,0,18.5,96.51475437572093,40.28252442302207,#1abc9c
,136,45,0,0,18.5,104.44143491068591,40.6906990068858,#1abc9c
,142,45,0,0,18.5,111.8365485742835,40.45522686560239,#1abc9c
,149,45,0,0,18.5,120.21870565803515,39.03758241750404,#1abc9c
,156,45,0,0,18.5,127.6626151305751,36.92684168297515,#1abc9c
,163,45,0,0,18.5,134.85309325970988,34.153120830463585,#1abc9c
,170,45,0,0,18.5,142.59618203145843,30.228705978941374,#1abc9c
,177,45,0,0,18.5,148.77768181692272,25.69197844330159,#1abc9c
,184,45,0,0,18.5,149.0883385273306,25.756527056796127,#1abc9c
,46,48,0,0,18.5,40.53926690200506,7.063835264785672,#f39c12
,52,48,0,0,18.5,42.85844470356394,9.389466626119718,#f39c12
,59,48,0,0,18.5,46.22810200658188,12.507251283105814,#f39c12
,66,48,0,0,18.5,49.68384765803334,15.349694827590824,#f39c12
,74,48,0,0,18.5,53.997681391036956,18.296395389714505,#f39c12
,80,48,0,0,18.5,58.43541291148563,20.910243533107252,#f39c12
,88,48,0,0,18.5,63.818215169791074,23.49548499896354,#f39c12
,94,48,0,0,18.5,69.47480915044066,25.68949944341239,#f39c12
,101,48,0,0,18.5,76.06414900807955,27.449055322948947,#f39c12
,108,48,0,0,18.5,82.18132449446875,28.749857220535347,#f39c12
,115,48,0,0,18.5,89.45909175597814,29.04868976163177,#f39c12
,122,48,0,0,18.5,96.75668754188062,28.92252219825053,#f39c12
,130,48,0,0,18.5,104.79070118039277,27.862693260932303,#f39c12
,136,48,0,0,18.5,111.93328558202408,25.954736642495007,#f39c12
,143,48,0,0,18.5,120.38182352932034,22.955985960687894,#f39c12
,150,48,0,0,18.5,127.2075261763505,18.908673193324972,#f39c12
,157,48,0,0,18.5,134.2217819549453,13.629764379774937,#f39c12
,164,48,0,0,18.5,141.14501250398754,8.476688593841727,#f39c12
,171,48,0,0,18.5,145.98800532197652,1.9627448953443087,#f39c12
,178,48,0,0,18.5,150.31728156317797,-4.395882590768016,#f39c12
,185,48,0,0,18.5,149.33281221742163,-3.2385052323265056,#f39c12
,48,51,0,0,18.5,40.91747398678587,5.361242588991363,#2ecc71
,54,51,0,0,18.5,43.59403729849461,7.449410105186815,#2ecc71
,61,51,0,0,18.5,47.30196401379228,9.908198299836924,#2ecc71
,68,51,0,0,18.5,51.51205095280967,12.246592364139175,#2ecc71
,75,51,0,0,18.5,56.39104549729431,14.397716524043098,#2ecc71
,82,51,0,0,18.5,61.671596481845235,16.313032582289445,#2ecc71
,89,51,0,0,18.5,67.57205650651561,17.530961421203585,#2ecc71
,96,51,0,0,18.5,74.16516272436489,18.381977213088344,#2ecc71
,103,51,0,0,18.5,80.81586107829567,18.20719272388861,#2ecc71
,110,51,0,0,18.5,88.08751584357094,17.632297616188648,#2ecc71
,117,51,0,0,18.5,95.37854395668825,15.720066807622073,#2ecc71
,124,51,0,0,18.5,102.32528367096573,13.067352137111305,#2ecc71
,131,51,0,0,18.5,109.58045705432917,9.18315552223646,#2ecc71
,138,51,0,0,18.5,116.15347557404753,3.9853738456258005,#2ecc71
,145,51,0,0,18.5,121.8745373125546,-2.08813782763595,#2ecc71
,152,51,0,0,18.5,126.9204736076547,-9.23005292925867,#2ecc71
,158,51,0,0,18.5,130.77646344384146,-15.81203427040271,#2ecc71
,166,51,0,0,18.5,133.2207940687616,-23.660845911026325,#2ecc71
,172,51,0,0,18.5,134.931398243174,-30.87704493153713,#2ecc71
,180,51,0,0,18.5,135.7698046367556,-38.20599346461335,#2ecc71
,187,51,0,0,18.5,135.52298348423935,-33.77236636618779,#2ecc71
,46,54,0,0,18.5,39.79070899504971,3.0492497980775712,#f1c40f
,52,54,0,0,18.5,42.55894686197375,4.790535999099683,#f1c40f
,59,54,0,0,18.5,46.528390605775634,6.923743047459485,#f1c40f
,66,54,0,0,18.5,50.80047723679045,8.78013172589825,#f1c40f
,74,54,0,0,18.5,55.976281493521384,10.492511545098786,#f1c40f
,80,54,0,0,18.5,61.295221632431804,11.511056174164429,#f1c40f
,88,54,0,0,18.5,67.58275654037567,12.081349664241936,#f1c40f
,94,54,0,0,18.5,73.71370998696504,11.929576717321137,#f1c40f
,101,54,0,0,18.5,80.77789831970068,10.555100814695605,#f1c40f
