Data Number,Motor 1 Position,Motor 2 Position,Motor 3 Position,Motor 4 Position,Frequency (MHz),Real Impedance (Ohms),Imaginary Impedance (Ohms),Color
,89,49,-1,1,18.5,72.34875428895731,21.44062523632757,#1abc9c
,99,49,-1,1,18.5,82.22597082613134,22.303719739119625,#1abc9c
,109,49,-1,1,18.5,92.68169497648981,21.548072680346387,#1abc9c
,119,49,-1,1,18.5,103.54166385040428,19.15697538103925,#1abc9c
,129,49,-1,1,18.5,114.19510263594394,14.072215194641194,#1abc9c
,139,49,-1,1,18.5,124.53591787657396,7.082259221066366,#1abc9c
,149,49,-1,1,18.5,132.58511560017814,-1.988348761970752,#1abc9c
,159,49,-1,1,18.5,139.08962165358622,-12.095781265378747,#1abc9c
,169,49,-1,1,18.5,143.61065210930983,-22.76630552758685,#1abc9c
,179,49,-1,1,18.5,144.39070867174186,-28.856447299117946,#1abc9c
,189,49,-1,1,18.5,142.07706301199374,-17.435615067189033,#1abc9c
,199,49,-1,1,18.5,135.71443733072195,-5.459263327631385,#1abc9c
,0,60,-1,1,18.5,23.670231905828242,-11.747209524147603,#e74c3c
,10,60,-1,1,18.5,26.045194998139678,-9.078516146115504,#e74c3c
,20,60,-1,1,18.5,29.122235232598772,-6.409162262649065,#e74c3c
,30,60,-1,1,18.5,32.73607461020444,-3.8038801643272695,#e74c3c
,40,60,-1,1,18.5,37.21355468790151,-1.3026366031923629,#e74c3c
,50,60,-1,1,18.5,42.57573290822323,0.669452172033125,#e74c3c
,60,60,-1,1,18.5,48.92603715823344,1.969373115258777,#e74c3c
,70,60,-1,1,18.5,56.24300548156976,2.050991838560467,#e74c3c
,80,60,-1,1,18.5,64.48696230678411,0.4195236289116389,#e74c3c
,90,60,-1,1,18.5,72.87078362634021,-3.2093085131974948,#e74c3c
,100,60,-1,1,18.5,80.36726552264668,-9.360743278218992,#e74c3c
,110,60,-1,1,18.5,86.374512166673,-17.647688755349854,#e74c3c
,120,60,-1,1,18.5,90.08308089581807,-26.546158590610816,#e74c3c
,130,60,-1,1,18.5,91.14969853858744,-36.034626586896756,#e74c3c
,140,60,-1,1,18.5,89.95436108969348,-44.9996032372391,#e74c3c
,149,60,-1,1,18.5,87.12184948089308,-52.676855920646496,#e74c3c
,159,60,-1,1,18.5,83.0800599229579,-59.12206365317881,#e74c3c
,170,60,-1,1,18.5,79.31145967827929,-63.56485696852755,#e74c3c
,180,60,-1,1,18.5,76.90963901169806,-65.4476386441851,#e74c3c
,190,60,-1,1,18.5,81.48977902561838,-60.96688116707417,#e74c3c
,199,60,-1,1,18.5,86.75117657919257,-55.0631180894767,#e74c3c
,0,69,-1,1,18.5,20.208389075129958,-11.238706853112769,#3498db
,10,69,-1,1,18.5,22.51075001813343,-9.45285103159503,#3498db
,20,69,-1,1,18.5,25.44576154363612,-7.7804073366060456,#3498db
,30,69,-1,1,18.5,29.023785917051303,-6.372968952819742,#3498db
,40,69,-1,1,18.5,33.36066493105647,-5.46325785228165,#3498db
,50,69,-1,1,18.5,38.460486224865605,-5.459851910906649,#3498db
,60,69,-1,1,18.5,44.06237449433501,-6.576470404165859,#3498db
,70,69,-1,1,18.5,49.82487419987743,-9.34857165580147,#3498db
,80,69,-1,1,18.5,55.153105608190835,-14.181926851677007,#3498db
,90,69,-1,1,18.5,59.11085466939199,-20.6077980685382,#3498db
,100,69,-1,1,18.5,60.89973104034546,-27.735655986028426,#3498db
,110,69,-1,1,18.5,60.529187057012194,-34.76506142056891,#3498db
,120,69,-1,1,18.5,58.4282890874156,-40.849018164103335,#3498db
,130,69,-1,1,18.5,55.25744957887152,-45.680915567052374,#3498db
,140,69,-1,1,18.5,51.639569536820936,-49.35920838875504,#3498db
,149,69,-1,1,18.5,48.03474827679105,-51.80092080139101,#3498db
,159,69,-1,1,18.5,44.62488359845933,-53.36226521118643,#3498db
,170,69,-1,1,18.5,41.42683578199605,-53.99335427758666,#3498db
,180,69,-1,1,18.5,40.318338906327114,-54.38042666656784,#3498db
,190,69,-1,1,18.5,43.38884033119429,-53.707083018303,#3498db
,199,69,-1,1,18.5,47.144172103598436,-52.56343588009343,#3498db
,0,79,-1,1,18.5,17.422036244767238,-10.384199509454083,#f39c12
,10,79,-1,1,18.5,19.5237752793477,-9.21257770211361,#f39c12
,20,79,-1,1,18.5,22.226603346948536,-8.391628757427018,#f39c12
,30,79,-1,1,18.5,25.31713157322161,-7.775735325412707,#f39c12
,40,79,-1,1,18.5,29.161829780816596,-7.963341268464322,#f39c12
,50,79,-1,1,18.5,33.21080737060573,-9.213021253588554,#f39c12
,60,79,-1,1,18.5,37.323266225342316,-11.706062866976085,#f39c12
,70,79,-1,1,18.5,40.76443076466773,-15.58306175419484,#f39c12
,80,79,-1,1,18.5,42.910126927410936,-20.719045012121942,#f39c12
,90,79,-1,1,18.5,43.33515655220897,-26.19768486437108,#f39c12
,100,79,-1,1,18.5,42.20293149973565,-31.089539379581556,#f39c12
,110,79,-1,1,18.5,39.95748070771422,-35.024682663253,#f39c12
,120,79,-1,1,18.5,37.334279617779266,-37.7671851841735,#f39c12
,130,79,-1,1,18.5,34.30399937839264,-39.731242657596056,#f39c12
,140,79,-1,1,18.5,31.70288193449992,-40.79211601118785,#f39c12
,149,79,-1,1,18.5,29.25332806184628,-41.52841653902425,#f39c12
,159,79,-1,1,18.5,27.147594818136476,-41.64425443685539,#f39c12
,170,79,-1,1,18.5,25.372752970974055,-41.605284136270626,#f39c12
,180,79,-1,1,18.5,24.8344133849417,-41.60516028026382,#f39c12
,190,79,-1,1,18.5,26.527557952712588,-41.818515654105795,#f39c12
,199,79,-1,1,18.5,28.634041254491326,-41.655701404030445,#f39c12
,0,89,-1,1,18.5,15.160268244208657,-9.430012100352432,#2ecc71
,10,89,-1,1,18.5,16.883707873586413,-8.7081814004942,#2ecc71
,20,89,-1,1,18.5,19.237756344555187,-8.247181844829855,#2ecc71
,30,89,-1,1,18.5,21.901122547253262,-8.283186141822357,#2ecc71
,39,89,-1,1,18.5,24.950562733622778,-9.15025501469133,#2ecc71
,49,89,-1,1,18.5,27.930092976069705,-10.867383842632378,#2ecc71
,59,89,-1,1,18.5,30.593207097519247,-13.68911623501901,#2ecc71
,70,89,-1,1,18.5,32.22063490049128,-17.52975004763756,#2ecc71
,79,89,-1,1,18.5,32.5851004301538,-21.464534428457796,#2ecc71
,89,89,-1,1,18.5,31.566479547834028,-25.303128147271455,#2ecc71
,99,89,-1,1,18.5,29.75464250571158,-28.171393662646445,#2ecc71
,109,89,-1,1,18.5,27.637270438715507,-30.31954593274801,#2ecc71
,119,89,-1,1,18.5,25.549929726178604,-31.46650190736818,#2ecc71
,129,89,-1,1,18.5,23.51532645855326,-32.1775060907443,#2ecc71
,139,89,-1,1,18.5,21.689466978776476,-32.5102342790289,#2ecc71
,149,89,-1,1,18.5,20.10869603990049,-32.56056880009377,#2ecc71
,159,89,-1,1,18.5,18.8207784163166,-32.456968428064435,#2ecc71
,169,89,-1,1,18.5,17.769649076397776,-32.21386562362324,#2ecc71
,179,89,-1,1,18.5,17.309548599137003,-32.10749360345163,#2ecc71
,189,89,-1,1,18.5,18.294327736677584,-32.44407623761184,#2ecc71
,199,89,-1,1,18.5,19.504817452113432,-32.60424223334241,#2ecc71
,0,99,-1,1,18.5,13.405264436115862,-8.361432147948738,#f1c40f
,10,99,-1,1,18.5,14.925658983772946,-7.878718230578552,#f1c40f
,20,99,-1,1,18.5,16.91010270227826,-7.770619424055709,#f1c40f
,30,99,-1,1,18.5,19.11426803374484,-8.177324320968916,#f1c40f
,39,99,-1,1,18.5,21.42794277796241,-9.245647793392472,#f1c40f
,49,99,-1,1,18.5,23.496610409762877,-11.231003528624976,#f1c40f
,59,99,-1,1,18.5,24.997112844450843,-13.840302827764173,#f1c40f
,70,99,-1,1,18.5,25.49756080826652,-16.917151567274562,#f1c40f
,79,99,-1,1,18.5,24.94098509220756,-19.860701345897887,#f1c40f
,89,99,-1,1,18.5,23.653869000401336,-22.303680639594546,#f1c40f
,99,99,-1,1,18.5,21.968915892284063,-24.017421626532734,#f1c40f
,109,99,-1,1,18.5,20.249352751040483,-25.02467738573562,#f1c40f
,119,99,-1,1,18.5,18.692443213795013,-25.634025128440577,#f1c40f
,129,99,-1,1,18.5,17.329463302015046,-25.88341402067554,#f1c40f
,139,99,-1,1,18.5,16.097500865299004,-25.85135543443941,#f1c40f
,149,99,-1,1,18.5,15.070780876537556,-25.757130940773113,#f1c40f
,159,99,-1,1,18.5,14.186510538511474,-25.55226246699088,#f1c40f
,169,99,-1,1,18.5,13.61044468456376,-25.35417090627598,#f1c40f
,179,99,-1,1,18.5,13.171544765553381,-25.260777521421552,#f1c40f
,189,99,-1,1,18.5,13.902511239519315,-25.436889142269994,#f1c40f
,199,99,-1,1,18.5,14.685590336021326,-25.736033420584047,#f1c40f
,0,109,-1,1,18.5,12.054233642966697,-7.300656755989206,#1abc9c
,10,109,-1,1,18.5,13.413509030208093,-7.126510082573108,#1abc9c
,20,109,-1,1,18.5,15.052852570404573,-7.149637847751327,#1abc9c
,30,109,-1,1,18.5,16.84549446368049,-7.759723809380158,#1abc9c
,40,109,-1,1,18.5,18.625935589748185,-9.00561750889493,#1abc9c
,50,109,-1,1,18.5,20.092451169341192,-10.845953239905835,#1abc9c
,60,109,-1,1,18.5,20.74641390655485,-13.135443614861602,#1abc9c
,70,109,-1,1,18.5,20.660318362442144,-15.570443278369183,#1abc9c
,80,109,-1,1,18.5,19.723689651851963,-17.67915147740321,#1abc9c
,90,109,-1,1,18.5,18.612544679017574,-19.22794505741571,#1abc9c
,100,109,-1,1,18.5,17.13409841642582,-20.20948488291932,#1abc9c
,110,109,-1,1,18.5,15.838648862615704,-20.737717021042357,#1abc9c
,120,109,-1,1,18.5,14.679514891944233,-21.004961186245435,#1abc9c
,130,109,-1,1,18.5,13.67019642772934,-21.001726880978094,#1abc9c
,140,109,-1,1,18.5,12.847502505481932,-20.991264815155542,#1abc9c
,149,109,-1,1,18.5,12.094138412953667,-20.834518315496595,#1abc9c
,159,109,-1,1,18.5,11.534064069037711,-20.5815114949913,#1abc9c
,170,109,-1,1,18.5,11.095360864641819,-20.49422382098951,#1abc9c
,180,109,-1,1,18.5,10.921135156261416,-20.37544890334092,#1abc9c
,190,109,-1,1,18.5,11.341151874990175,-20.60778046221877,#1abc9c
,199,109,-1,1,18.5,11.930192913031433,-20.76025100888493,#1abc9c
,0,119,-1,1,18.5,10.976422232308709,-6.402176222414924,#e74c3c
,10,119,-1,1,18.5,12.113298292494768,-6.229208212673916,#e74c3c
,20,119,-1,1,18.5,13.471741391709756,-6.458052341089645,#e74c3c
,30,119,-1,1,18.5,14.982544677532882,-7.118246935496344,#e74c3c
,40,119,-1,1,18.5,16.360380269121176,-8.335042814847533,#e74c3c
,50,119,-1,1,18.5,17.217274324006183,-10.024457369483734,#e74c3c
,60,119,-1,1,18.5,17.558781663131807,-11.918355295754203,#e74c3c
,70,119,-1,1,18.5,17.183604056308265,-13.74829013681243,#e74c3c
,80,119,-1,1,18.5,16.274121100111813,-15.193012612844349,#e74c3c
,90,119,-1,1,18.5,15.296052505715595,-16.36643789138781,#e74c3c
,100,119,-1,1,18.5,14.039021478936057,-16.94070368000809,#e74c3c
,110,119,-1,1,18.5,13.028060283724436,-17.26775996284086,#e74c3c
,120,119,-1,1,18.5,12.1699520471838,-17.342833089272236,#e74c3c
,130,119,-1,1,18.5,11.452715567104143,-17.357487447368833,#e74c3c
,140,119,-1,1,18.5,10.802329337114745,-17.21590664966737,#e74c3c
,149,119,-1,1,18.5,10.279448565319647,-17.146164173944165,#e74c3c
,159,119,-1,1,18.5,9.907293951567798,-16.821400086305687,#e74c3c
,170,119,-1,1,18.5,9.577596755296467,-16.735623209053916,#e74c3c
,180,119,-1,1,18.5,9.396620623957661,-16.67598601171108,#e74c3c
,190,119,-1,1,18.5,9.753192914202693,-16.88393734902837,#e74c3c
,199,119,-1,1,18.5,10.17784764735666,-17.064024150249832,#e74c3c
,0,130,-1,1,18.5,10.110939663314346,-5.447765179145411,#f1c40f
,10,130,-1,1,18.5,11.158630666710865,-5.442844011931431,#f1c40f
,20,130,-1,1,18.5,12.330069482230792,-5.759579406475208,#f1c40f
,30,130,-1,1,18.5,13.461617130622523,-6.409901814966104,#f1c40f
,40,130,-1,1,18.5,14.463093655233989,-7.568998189813138,#f1c40f
,50,130,-1,1,18.5,15.111107693378068,-9.034260972324024,#f1c40f
,60,130,-1,1,18.5,15.093882619790262,-10.626886827185134,#f1c40f
,70,130,-1,1,18.5,14.614782115163333,-12.088189273495205,#f1c40f
,80,130,-1,1,18.5,13.858342732795274,-13.092519263282885,#f1c40f
,90,130,-1,1,18.5,12.884334935411836,-13.910960211626515,#f1c40f
,100,130,-1,1,18.5,12.00654979450521,-14.244709520303328,#f1c40f
,110,130,-1,1,18.5,11.19042499851369,-14.409727377676951,#f1c40f
,120,130,-1,1,18.5,10.49064119298968,-14.42633268126333,#f1c40f
,130,130,-1,1,18.5,9.957061622441318,-14.383867365953721,#f1c40f
,140,130,-1,1,18.5,9.542606584509205,-14.299497119430733,#f1c40f
,149,130,-1,1,18.5,9.110177467324311,-14.149797061465732,#f1c40f
,159,130,-1,1,18.5,8.809536494034898,-13.974340568314597,#f1c40f
,170,130,-1,1,18.5,8.530664966588034,-13.860743757873982,#f1c40f
,180,130,-1,1,18.5,8.395192109014612,-13.757712343643629,#f1c40f
,190,130,-1,1,18.5,8.607018926262507,-13.915216545590031,#f1c40f
,199,130,-1,1,18.5,8.937241742681492,-14.066289452091164,#f1c40f
,0,140,-1,1,18.5,9.394709831177328,-4.607954798531492,#1abc9c
,10,140,-1,1,18.5,10.244755479251584,-4.6648533091001205,#1abc9c
,20,140,-1,1,18.5,11.21829725032367,-4.94968041428372,#1abc9c
,30,140,-1,1,18.5,12.257068060099469,-5.61677552934096,#1abc9c
,39,140,-1,1,18.5,12.920861129934918,-6.658645527290911,#1abc9c
,49,140,-1,1,18.5,13.379239470443519,-7.923475183875312,#1abc9c
,59,140,-1,1,18.5,13.28364028545771,-9.171480902730227,#1abc9c
,70,140,-1,1,18.5,12.741193308969647,-10.358819772561642,#1abc9c
,79,140,-1,1,18.5,12.0519128610412,-11.190153545372857,#1abc9c
,89,140,-1,1,18.5,11.276696288992657,-11.618947788411187,#1abc9c
,99,140,-1,1,18.5,10.483010988320606,-11.935742955528308,#1abc9c
,109,140,-1,1,18.5,9.879624847826435,-12.03646694635667,#1abc9c
,119,140,-1,1,18.5,9.359753623686341,-12.013811633150333,#1abc9c
,129,140,-1,1,18.5,8.903070631549673,-11.962532966993678,#1abc9c
,139,140,-1,1,18.5,8.550649367972225,-11.941850214826218,#1abc9c
,149,140,-1,1,18.5,8.199686324947464,-11.687800536806524,#1abc9c
,159,140,-1,1,18.5,7.948589400397456,-11.597820980191134,#1abc9c
,169,140,-1,1,18.5,7.788334535570754,-11.53777121136559,#1abc9c
,179,140,-1,1,18.5,7.736767363668963,-11.454599448146011,#1abc9c
,189,140,-1,1,18.5,7.848688401320349,-11.5578058368576,#1abc9c
,199,140,-1,1,18.5,8.11490089292895,-11.677818906483486,#1abc9c
,0,149,-1,1,18.5,8.788887642042965,-3.837408097726746,#f39c12
,10,149,-1,1,18.5,9.621355149441317,-3.9593380115033727,#f39c12
,20,149,-1,1,18.5,10.380239337512878,-4.250345169462599,#f39c12
,30,149,-1,1,18.5,11.219993353583858,-4.909823071390839,#f39c12
,39,149,-1,1,18.5,11.7726066467325,-5.845038812189897,#f39c12
,49,149,-1,1,18.5,12.006637095547132,-6.938682996970959,#f39c12
,59,149,-1,1,18.5,11.81393257695696,-7.974850006104306,#f39c12
,70,149,-1,1,18.5,11.380001090175861,-8.932046702989421,#f39c12
,79,149,-1,1,18.5,10.766195213175132,-9.495312598716232,#f39c12
,89,149,-1,1,18.5,10.054554231280592,-9.845435906230412,#f39c12
,99,149,-1,1,18.5,9.513269066763291,-10.129810472894361,#f39c12
,109,149,-1,1,18.5,8.987314800094424,-10.136897682804419,#f39c12
,119,149,-1,1,18.5,8.549240732293853,-10.105905012446687,#f39c12
,129,149,-1,1,18.5,8.1946240789135,-10.0487428417022,#f39c12
,139,149,-1,1,18.5,7.85025318122598,-9.906501441725865,#f39c12
,149,149,-1,1,18.5,7.5898127540638844,-9.86765167001454,#f39c12
,159,149,-1,1,18.5,7.3502097171452,-9.769989730465346,#f39c12
,169,149,-1,1,18.5,7.217854572145623,-9.66049633199762,#f39c12
,179,149,-1,1,18.5,7.247928210090436,-9.549704584139267,#f39c12
,189,149,-1,1,18.5,7.348387876905034,-9.714020141145161,#f39c12
,199,149,-1,1,18.5,7.556878170365902,-9.836797341968532,#f39c12
,0,160,-1,1,18.5,8.368695588800431,-3.1885349382225794,#2ecc71
,10,160,-1,1,18.5,9.04981591456682,-3.302186108978877,#2ecc71
,20,160,-1,1,18.5,9.805713459165661,-3.602021150661558,#2ecc71
,30,160,-1,1,18.5,10.40538846971228,-4.228534756112035,#2ecc71
,40,160,-1,1,18.5,10.81038211372685,-5.051207007579617,#2ecc71
,50,160,-1,1,18.5,10.973682883817022,-6.044740220526238,#2ecc71
,60,160,-1,1,18.5,10.813140808214627,-6.9957404993459695,#2ecc71
,70,160,-1,1,18.5,10.307135772467397,-7.709245039513096,#2ecc71
,80,160,-1,1,18.5,9.699293461983896,-8.103565051498103,#2ecc71
,90,160,-1,1,18.5,9.153493092659257,-8.38637137449613,#2ecc71
,100,160,-1,1,18.5,8.718175034090935,-8.541406632049735,#2ecc71
,110,160,-1,1,18.5,8.20751532302954,-8.545998856411439,#2ecc71
,120,160,-1,1,18.5,7.917704236365007,-8.496382887761381,#2ecc71
,130,160,-1,1,18.5,7.578379624415138,-8.448339259300878,#2ecc71
,140,160,-1,1,18.5,7.4167804345888335,-8.340192174658416,#2ecc71
,149,160,-1,1,18.5,7.168345989694319,-8.287133193928302,#2ecc71
,159,160,-1,1,18.5,7.005941567728813,-8.259495971514674,#2ecc71
,170,160,-1,1,18.5,6.833556328831367,-8.126472074621455,#2ecc71
,180,160,-1,1,18.5,6.896306366567644,-8.08301127987734,#2ecc71
,190,160,-1,1,18.5,6.9954976542156775,-8.18427292229992,#2ecc71
,199,160,-1,1,18.5,7.115498193799436,-8.310450069635657,#2ecc71
,0,170,-1,1,18.5,7.97396492670832,-2.6878143306764635,#f1c40f
,10,170,-1,1,18.5,8.518738967931666,-2.7793684791477893,#f1c40f
,20,170,-1,1,18.5,9.178710543531043,-3.071035228021857,#f1c40f
,30,170,-1,1,18.5,9.694596251900482,-3.6220964764601167,#f1c40f
,39,170,-1,1,18.5,10.079989331940299,-4.324536079572188,#f1c40f
,49,170,-1,1,18.5,10.1677517781732,-5.198500574630379,#f1c40f
,59,170,-1,1,18.5,9.871203531167483,-5.8746556203395,#f1c40f
,70,170,-1,1,18.5,9.539034946667272,-6.503031713001578,#f1c40f
,79,170,-1,1,18.5,8.978450962201396,-6.888290971635926,#f1c40f
,99,170,-1,1,18.5,8.073425406647171,-7.1711267367540055,#f1c40f
,109,170,-1,1,18.5,7.715997042403789,-7.185460317249271,#f1c40f
,119,170,-1,1,18.5,7.463588648201021,-7.182916598024229,#f1c40f
,129,170,-1,1,18.5,7.151928795015956,-7.111550645770425,#f1c40f
