Data Number,Motor 1 Position,Motor 2 Position,Motor 3 Position,Motor 4 Position,Frequency (MHz),Real Impedance (Ohms),Imaginary Impedance (Ohms),Color
,139,130,0,0,18.5,12.576170274780182,-5.0442356580425205,#f39c12
,149,130,0,0,18.5,12.54329994103945,-6.205408254676942,#f39c12
,159,130,0,0,18.5,12.237751453072015,-7.213223107029631,#f39c12
,169,130,0,0,18.5,11.638014502932792,-8.000139499292532,#f39c12
,179,130,0,0,18.5,11.026155444909207,-8.437034539462145,#f39c12
,189,130,0,0,18.5,10.333196690711508,-8.782388723895817,#f39c12
,199,130,0,0,18.5,9.758649392907566,-8.904781261093667,#f39c12
,0,119,0,0,18.5,14.300828856345953,-5.874344086516307,#f1c40f
,9,119,0,0,18.5,13.586849081699468,-4.616652526608426,#f1c40f
,19,119,0,0,18.5,12.492078898697509,-3.703722411460403,#f1c40f
,29,119,0,0,18.5,11.417946574484613,-3.277359740622829,#f1c40f
,39,119,0,0,18.5,10.47738677972098,-3.094803281404977,#f1c40f
,49,119,0,0,18.5,9.567236371381531,-3.113182585164121,#f1c40f
,59,119,0,0,18.5,8.919639618707325,-3.2950803667056268,#f1c40f
,69,119,0,0,18.5,8.584363285053229,-3.486204101859011,#f1c40f
,79,119,0,0,18.5,8.696950821619481,-3.439366771918908,#f1c40f
,89,119,0,0,18.5,9.468423757698865,-3.1386231261233943,#f1c40f
,99,119,0,0,18.5,10.404324429746904,-3.1206372380161485,#f1c40f
,109,119,0,0,18.5,11.430499245796657,-3.309883271611715,#f1c40f
,119,119,0,0,18.5,12.501766302377694,-3.797894928445616,#f1c40f
,129,119,0,0,18.5,13.501070219974698,-4.712397563288985,#f1c40f
,139,119,0,0,18.5,14.0633357075698,-5.996683400615463,#f1c40f
,149,119,0,0,18.5,14.262072338110547,-7.419428816401199,#f1c40f
,159,119,0,0,18.5,13.910761188713625,-8.706319504194463,#f1c40f
,169,119,0,0,18.5,13.32615726917913,-9.771524759743627,#f1c40f
,179,119,0,0,18.5,12.539493447726304,-10.481400003799736,#f1c40f
,189,119,0,0,18.5,11.801871909565316,-10.912776758076465,#f1c40f
,198,119,0,0,18.5,11.063484836012107,-11.075355949571595,#f1c40f
,0,109,0,0,18.5,16.136248292194587,-6.8845114713678806,#2ecc71
,10,109,0,0,18.5,15.143550676478512,-5.412551959902442,#2ecc71
,20,109,0,0,18.5,13.863194821262072,-4.452140273488774,#2ecc71
,30,109,0,0,18.5,12.468112100276775,-3.9721516347997894,#2ecc71
,40,109,0,0,18.5,11.355154355469722,-3.9195143999516002,#2ecc71
,50,109,0,0,18.5,10.36909904166822,-4.056688012414194,#2ecc71
,58,109,0,0,18.5,9.634535103969837,-4.237358214348519,#2ecc71
,58,109,0,0,18.5,9.620722786578263,-4.267064017362193,#2ecc71
,67,109,0,0,18.5,9.15822370000915,-4.468326924910914,#2ecc71
,77,109,0,0,18.5,9.432673392727127,-4.405088566042963,#2ecc71
,87,109,0,0,18.5,10.297067432852893,-4.087670992971662,#2ecc71
,97,109,0,0,18.5,11.317782637731833,-3.9652205570325068,#2ecc71
,107,109,0,0,18.5,12.559237908783757,-4.0954607550807545,#2ecc71
,117,109,0,0,18.5,13.820170334406521,-4.56137782330188,#2ecc71
,127,109,0,0,18.5,15.067759660122272,-5.556662100446672,#2ecc71
,137,109,0,0,18.5,15.977051852350813,-6.979697193667137,#2ecc71
,147,109,0,0,18.5,16.387932004376943,-8.68086116089962,#2ecc71
,157,109,0,0,18.5,16.2016008057721,-10.320597666485533,#2ecc71
,167,109,0,0,18.5,15.50445282348941,-11.670455157060962,#2ecc71
,177,109,0,0,18.5,14.650297373940278,-12.716787675449433,#2ecc71
,187,109,0,0,18.5,13.718004776466676,-13.363176926333551,#2ecc71
,197,109,0,0,18.5,12.840944911089858,-13.700993743609931,#2ecc71
,0,100,0,0,18.5,18.389133152013418,-7.3028967964121945,#1abc9c
,10,100,0,0,18.5,16.81100309240703,-5.850626724400682,#1abc9c
,20,100,0,0,18.5,15.152461347922598,-5.09927899888796,#1abc9c
,30,100,0,0,18.5,13.626853438984135,-4.7564701177336035,#1abc9c
,40,100,0,0,18.5,12.27751360729661,-4.812679089802043,#1abc9c
,50,100,0,0,18.5,11.185116760586297,-5.131760347054712,#1abc9c
,59,100,0,0,18.5,10.305788868720505,-5.460042628333508,#1abc9c
,69,100,0,0,18.5,10.008055526410237,-5.648112796990229,#1abc9c
,79,100,0,0,18.5,10.401350541078765,-5.412362636423522,#1abc9c
,89,100,0,0,18.5,11.48500445774049,-5.032308663371725,#1abc9c
,99,100,0,0,18.5,12.706042755293229,-4.757468743638081,#1abc9c
,109,100,0,0,18.5,14.235600221942299,-4.930598811209215,#1abc9c
,119,100,0,0,18.5,15.825483519006905,-5.407003420502729,#1abc9c
,129,100,0,0,18.5,17.394277909342808,-6.606792292457732,#1abc9c
,139,100,0,0,18.5,18.720737378698878,-8.21234720461436,#1abc9c
,149,100,0,0,18.5,19.304737559082728,-10.264612682205765,#1abc9c
,159,100,0,0,18.5,19.19735229316777,-12.373536208564804,#1abc9c
,169,100,0,0,18.5,18.5683508441644,-14.11040799583992,#1abc9c
,179,100,0,0,18.5,17.47180938558187,-15.577057456297569,#1abc9c
,189,100,0,0,18.5,16.28003409970921,-16.4389230097551,#1abc9c
,199,100,0,0,18.5,15.191691971965112,-16.949572555021803,#1abc9c
,0,90,0,0,18.5,21.324792948351718,-7.78568235299393,#3498db
,9,90,0,0,18.5,19.2545995176797,-6.384614346515838,#3498db
,19,90,0,0,18.5,17.193464569650697,-5.645250236073854,#3498db
,29,90,0,0,18.5,15.242807211345715,-5.492804478941405,#3498db
,39,90,0,0,18.5,13.753281869386846,-5.70478302649737,#3498db
,49,90,0,0,18.5,12.421211904755669,-6.136649147432156,#3498db
,59,90,0,0,18.5,11.453815420033411,-6.550192571760325,#3498db
,69,90,0,0,18.5,10.986871158428263,-6.8872984456760244,#3498db
,79,90,0,0,18.5,11.424291368416863,-6.596126059598377,#3498db
,89,90,0,0,18.5,12.594124468129408,-6.057716408259047,#3498db
,99,90,0,0,18.5,14.085996379864133,-5.678607817566311,#3498db
,109,90,0,0,18.5,15.815262918348608,-5.616836664266323,#3498db
,119,90,0,0,18.5,17.79841187245563,-5.956135467004755,#3498db
,129,90,0,0,18.5,19.852969354116794,-7.027873156052775,#3498db
,139,90,0,0,18.5,21.689570669625446,-8.6854750045861,#3498db
,149,90,0,0,18.5,22.981443714845017,-11.071672271538967,#3498db
,159,90,0,0,18.5,23.36580011488023,-13.714458395906124,#3498db
,169,90,0,0,18.5,22.942801816851123,-16.216374056930466,#3498db
,179,90,0,0,18.5,21.899889064153875,-18.23907445582717,#3498db
,188,90,0,0,18.5,20.6178632030845,-19.743923956525503,#3498db
